sEdnite	Agpmpay-t	sedn
praznovAlo	Vmp-sn	praznovati
i	Cc	i
.	Z	.

nOve	Agpfpny	nov
gOdine	Ncfpn	godina
.	Z	.

se	Pxsa	sebe
təg	Rgp	tako
slavIle	Vmp-pf	slaviti
sƏg	Rgp	sad
se	Px--sa	sebe
tOj	Pd-nsn	taj
svE	Pi-nsn	sav
mAnu	Ncfsa	mana
.	Z	.

i	Cc	i
svE	Pi-nsn	sav
••	X	••
se	Px--sa	sebe
praznuvAlo	Vmp-sn	praznuvati
.	Z	.

pa	Cc	pa
•	X	•
skupe	Vmr3p	skupiti
se	Px--sa	sebe
•	X	•
tƏg	Rgp	tako
nE	Qz	ne
imAlo	Vmp-sn	imati
.	Z	.

tOlko	Rgp	toliko
gde	Rgp	gde
•	X	•
ali	Cc	ali
si	Px--sd	sebe
drUštvo	Ncnsn	društvo
kod	Sg	kod
nekUga	Ncmsg	nekug
pa	Cc	pa
.	Z	.

se	Px--sa	sebe
slAvi	Vmr3s	slaviti
•	X	•
nE	Qz	ne
imAlo	Vmp-sn	imati
televIzor	Ncmsan	televizor
i	Cc	i
nE	Qz	ne
imAlo	Vmp-sn	imati
nIšta	Pi3n-a	ništa
.	Z	.

decA	Ncnpn	dete
••	X	••
stAri	Agpmsny	star
svI	Pipn	sav
se	Pxsa	sebe
Igraju	Vmr3p	igrati
•••	X	•••
stAri	Agpmsny	star
pIju	Vmr3p	piti
jedU	Vmr3p	jesti
.	Z	.

takvO	Pd-nsn	takav
bilO	Vmp-sn	biti
odAvno	Rgp	odavno
.	Z	.

svAšta	Pi3n-n	svašta
.	Z	.

pa	Cc	pa
kod	Sg	kod
drUštvo	Ncnsn	društvo
si	Px--sd	sebe
••	X	••
kod	Sg	kod
jednogA	Npmsg	jednog
kod	Sg	kod
drugogA	Npmsg	drugog
.	Z	.

ednU	Mlcfsa	jedan
gOdin	Ncfsa	godina
kod	Sg	kod
jednI	Agpmsny	jedan
drUgu	Mlofsa	drugi
kod	Sg	kod
drUgi	Mlompn	drugi
.	Z	.

tAm	Rgp	tamo
kəd	Pi-nsn	kəd
səm	Var1s	biti
si	Px--sd	sebe
tOj	Pd-nsn	taj
bilA	Vapf	biti
u	Sa	u
((XXX))	X	((xxx))
a	Cc	a
Ovde	Rgp	ovde
pOsle	Rgp	posle
nEsam	Var1s	biti
nIgde	Rgp	nigde
.	Z	.

Išla	Vmp-sf	ići
•••	X	•••
i	Cc	i
takOj	Rgp	tako
.	Z	.

o	Sl	o
jEdenje	Ncnsa	jedenje
se	Px--sa	sebe
spremAlo	Vmp-sn	spremati
.	Z	.

i	Cc	i
pEklo	Vmp-sn	peći
se	Pxsa	sebe
pečEnje	Ncnsn	pečenje
ljUdi	Ncmpn	čovek
si	Px--sd	sebe
čuvAli	Vmp-pm	čuvati
tƏg	Rgp	tako
stOku	Ncfsa	stoka
pa	Cc	pa
.	Z	.

se	Px--sa	sebe
pEklo	Vmp-sn	peći
•	X	•
prAci	Ncnsn	praci
jAganci	Ncnpa	jagnje
•	X	•
ćUrke	Ncfpn	ćurka
i	Cc	i
•	X	•
.	Z	.

čuvAlo	Vmp-sn	čuvati
se	Px--sa	sebe
stOka	Ncfsn	stoka
••	X	••
od	Sg	od
tOj	Pd-nsn	taj
se	Px--sa	sebe
živElo	Vmp-sn	živeti
•••	X	•••
od	Sg	od
stOku	Ncfsa	stoka
.	Z	.

i	Cc	i
sArme	Ncfpa	sarma
i	Cc	i
svE	Pi-nsn	sav
se	Px--sa	sebe
praIlo	Vmp-sn	praviti
•	X	•
sUpice	Ncfpn	supica
sArmice	Ncfpn	sarmica
svE	Pi-nsn	sav
••	X	••
bilO	Vmp-sn	biti
.	Z	.

i	Cc	i
takO	Rgp	tako
.	Z	.

o	I	o
.	Z	.

pa	Cc	pa
kakvO	Pi-nsn	kakav
e	Var3s	biti
bilO	Qo	bilo
tUij	Pd-nsn	tUij
si	Px--sd	sebe
prAeno	Ncnsn	praeno
•	X	•
u	Sa	u
kUqu	Ncfsa	kuća
.	Z	.

ne	Qz	ne
•	X	•
nE	Qz	ne
bilO	Vmp-sn	biti
nIšta	Pi3n-n	ništa
tOlko	Agpnsny	tolki
•••	X	•••
nAročito	Rgp	naročito
.	Z	.

dOjdu	Vmr3p	doći
•••	X	•••
zaprOse	Vmr3p	zaprositi
te	Cc	te
•	X	•
Uzmu	Vmr3p	uzeti
te	Pp2-sa	ti
.	Z	.

kvO	Pr-nsn	kvo
će	Var3s	hteti
drUgo	Agpnsny	drugi
da	Cs	da
bUde	Vmr3s	biti
prAe	Vmr3p	praviti
pOsle	Rgp	posle
se	Pxsa	sebe
dogovOre	Vmr3p	dogovoriti
kadA	Rgp	kada
će	Var3s	hteti
svAdba	Ncfsn	svadba
.	Z	.

i	Cc	i
jednOme	Agpmsly	jedan
famIlija	Ncfsn	familija
i	Cc	i
drUgome	Agpmsly	drugi
dOjdu	Vmr3p	doći
.	Z	.

mUzika	Ncfsn	muzika
se	Pxsa	sebe
pogOdi	Vmr3s	pogoditi
•	X	•
svIre	Px--sa	svIre
.	Z	.

ali	Cc	ali
tOj	Pd-nsn	taj
si	Px--sd	sebe
u	Sa	u
sObe	Ncfpa	soba
ne	Qz	ne
.	Z	.

kao	Cs	kao
sƏg	Rgp	sad
u	Sl	u
dOmovi	Npfsl	dOmova
i	Cc	i
u	Sl	u
hotEli	Ncfsl	hotel
u	Sl	u
.	Z	.

takOj	Rgp	tako
bilO	Vmp-sn	biti
.	Z	.

sirotInjski	Agpmpny	sirotinjski
••	X	••
tAko	Rgp	tako
e	Var3s	biti
bilO	Qo	bilo
.	Z	.

sirotlƏk	Npmsn	sirotlƏk
.	Z	.

i	Cc	i
tOlko	Rgp	toliko
ti	Pp2-sd	ti
znAm	Vmr1s	znati
o	Sl	o
tOj	Pd-nsa	taj
nE	Qz	ne
znam	Vmr1s	znati
ni	Qo	ni
jA	Pp1-sn	ja
svE	Pi-nsn	sav
sam	Var1s	biti
zaborIla	Vmp-sf	zaboraviti
.	Z	.

pa	Cc	pa
dabOme	Qr	dabome
.	Z	.

takO	Rgp	tako
e	Var3s	biti
bilO	Qo	bilo
•	X	•
dovedU	Vmr3p	dovesti
rodItelji	Ncmpn	roditelj
na	Sa	na
••	X	••
momkA	Ncmsay	momak
na	Sa	na
.	Z	.

pa	Cc	pa
••	X	••
səs	Si	sa
•	X	•
rodItelji	Ncmpn	roditelj
se	Px--sa	sebe
nAši	Ps1mpn	naš
dogovOre	Vmr3p	dogovoriti
pa	Cc	pa
.	Z	.

pOsle	Rgp	posle
•	X	•
ako	Cs	ako
se	Pxsa	sebe
ljUdi	Ncmpn	čovek
nE	Qz	ne
znu	Vmr3p	znati
•	X	•
onOj	Pd-nsn	onaj
takOj	Rgp	tako
se	Px--sa	sebe
stAe	Ncfpn	staa
•	X	•
sprOse	Ncnsn	sprose
se	Px--sa	sebe
.	Z	.

pa	Cc	pa
dObro	Rgp	dobro
pRvi	Mlomsn	prvi
pUt	Ncmsn	put
ne	Qz	ne
donOse	Vmr3p	donositi
pa	Cc	pa
pOsle	Rgp	posle
donOse	Vmr3p	donositi
.	Z	.

kƏd	Npmsn	kƏd
se	Px--sa	sebe
prAi	Vmr3s	praviti
•	X	•
verIdba	Ncfsn	veridba
kao	Cs	kao
kƏd	Qr	kƏd
.	Z	.

donesU	Vmr3p	doneti
kakvO	Pi-nsn	kakav
•	X	•
ko	Cs	kao
Ima	Vmr3s	imati
••	X	••
za	Sa	za
mlAdu	Ncfsa	mlada
za	Sa	za
.	Z	.

takvO	Pd-nsn	takav
bilO	Vmp-sn	biti
.	Z	.

pa	Cc	pa
nOsi	Vmr3s	nositi
se	Px--sa	sebe
svAšta	Pi3n-n	svašta
kakvO	Pi-nsa	kakav
Ima	Vmr3s	imati
••	X	••
kUpi	Vmr3s	kupiti
se	Pxsa	sebe
za	Sa	za
mlAdu	Agpfsay	mlad
odElo	Ncnsa	odelo
.	Z	.

mlAdini	Agpmsny	mladin
kUpe	Ncmsn	kupe
za	Sa	za
mladožEnju	Ncmsay	mladoženja
odElo	Ncnsa	odelo
.	Z	.

takvU	Pdsa	takav
pogAčaa	Sa	pogAčaa
•	X	•
gibAnica	Ncfsn	gibanica
Ono	Pd-nsn	onaj
nE	Qz	ne
imAlo	Vmp-sn	imati
tOrte	Ncfpn	torta
((laugh))	X	((laugh))
təgAj	Npmsn	təgAj
.	Z	.

i	Cc	i
takO	Rgp	tako
.	Z	.

takvO	Pd-nsn	takav
se	Px--sa	sebe
nosIlo	Vmp-sn	nositi
.	Z	.

drUgo	Mlonsn	drugi
nE	Qz	ne
znam	Vmr1s	znati
da	Cs	da
ti	Pp2-sd	ti
prIčam	Vmr1s	pričati
ni	Qo	ni
ja	Pp1-sn	ja
.	Z	.

o	Sl	o
vAšari	Ncfsl	Vašara
smo	Var1p	biti
Išli	Vmp-pm	ići
vEčerom	Ncfsi	večer
na	Sl	na
vAšari	Ncfsl	Vašara
.	Z	.

tAta	Ncmsn	tata
moj	Ps1msn	moj
uprEgne	Vmr3s	upregnuti
krAve	Ncfpa	krava
•	X	•
pa	Cc	pa
mi	Pp1-sd	ja
natovAri	Vmr3s	natovariti
pa	Cc	pa
naprAj	Pi-nsn	naprAj
na	Sa	na
onOj	Pd-nsa	onaj
ozgOre	Vmp-pm	ozgoti
.	Z	.

vEnik	Rgp	venik
na	Sa	na
kOla	Ncnpa	kola
•	X	•
pa	Cc	pa
nasEdamo	Vmr1p	nasedati
i	Cc	i
brAt	Ncmsn	brat
i	Cc	i
jA	Pp1-sn	ja
i	Cc	i
mAti	Ncfsn	mati
.	Z	.

i	Cc	i
takO	Rgp	tako
Idemo	Vmr1p	ići
po	Sl	po
dOlu	Ncmsl	dol
.	Z	.

ako	Cs	ako
rAno	Rgp	rano
otIdemo	Vmr1p	otići
.	Z	.

još	Rgp	još
nezuzEto	Agpnsny	nezuzet
mEsto	Ncnsn	mesto
Ono	Pd-nsa	onaj
se	Px--sa	sebe
.	Z	.

pod	Sa	pod
topOle	Ncfpa	topola
((XXX))	X	((xxx))
vAšar	Ncmsn	vašar
desI	Vmr3s	desiti
se	Px--sa	sebe
.	Z	.

naprAje	Qr	naprAje
.	Z	.

paa	Cc	pa
.	Z	.

tUj	Rgp	tu
••	X	••
noqEvamo	Npmsn	noqEvamo
pa	Cc	pa
•	X	•
jUtrom	Vmr1s	jutroti
pa	Cc	pa
vašArimo	Pi-nsn	vašArimo
pa	Cc	pa
.	Z	.

čAk	Rgp	čak
drUgo	Agpnsny	drugi
večE	Ncnsn	večer
si	Px--sd	sebe
dOjdemo	Vmr1p	doći
.	Z	.

al	Cc	ali
tOj	Pd-nsn	taj
na	Sa	na
svEti	Agpmsny	svet
ilIju	Npmsn	ilIju
smo	Var1p	biti
Išli	Vmp-pm	ići
sAmo	Rgp	samo
nesmO	Mlcmsan	nesmo
na	Sa	na
drUgi	Mlomsan	drugi
vAšari	Rgp	vašari
••	X	••
Išli	Vmp-pm	ići
.	Z	.

Onoj	Pdsn	onaj
stOjm	Ncmsn	stojm
se	Px--sa	sebe
imAlo	Vmp-sn	imati
svI	Agpmsny	sav
vAšari	Ncmpn	Vašara
ali	Cc	ali
.	Z	.

takO	Rgp	tako
e	Var3s	biti
tOj	Pd-nsn	taj
bilO	Vmp-sn	biti
tƏda	Px--sa	tƏda
.	Z	.

Onde	Rgp	onda
gde	Cs	gde
si	Px--sd	sebe
je	Vcr3s	biti
sƏg	Rgp	sad
u	Sa	u
knjAževac	Npmsay	knjaževac
tuj	Rgp	tu
bIlo	Vmp-sn	biti
si	Px--sd	sebe
vašatIšte	Ncfpn	vašatišta
od	Sg	od
.	Z	.

kakO	Cs	kako
jA	Pp1-sn	ja
znAm	Vmr1s	znati
.	Z	.

Eto	I	eto
od	Sg	od
detInjstva	Ncnsg	detinjstvo
••	X	••
si	Px--sd	sebe
tudE	Px--sa	tudE
bilO	Vmp-sn	biti
.	Z	.

vAšarət	Npmsn	vAšarət
.	Z	.

ou	I	ou
svAšta	Pi3n-n	svašta
se	Px--sa	sebe
prodavAlo	Vmp-sn	prodavati
•	X	•
kAko	Cs	kako
tOj	Pd-nsn	taj
i	Cc	i
sƏg	Rgp	sad
što	Cs	što
si	Px--sd	sebe
se	Px--sa	sebe
prodAva	Vmr3s	prodavati
.	Z	.

svEj	Z	svEj
i	Cc	i
grnčarI	Ncmpn	grnčar
imAlo	Vmp-sn	imati
i	Cc	i
ovIja	Pd-msn	ovaj
səs	Si	sa
••	X	••
rObu	Ncfsa	roba
ovAki	Vmp-pm	ovati
.	Z	.

kavAne	Ncfpn	kavana
bIlo	Vapn	biti
nAjviše	Rgs	mnogo
•	X	•
pUne	Agpfpny	pun
kavAne	Ncfpn	kavana
pevAčice	Ncfpn	pevačica
Idemo	Vmr1p	ići
glEdamo	Vmr1p	gledati
kAko	Cs	kako
pojU	Vmr3p	pojati
.	Z	.

takvOj	Pd-nsn	takav
bilO	Vmp-sn	biti
••	X	••
kakvO	Pi-nsn	kakav
će	Var3s	hteti
drUgo	Mlonsa	drugi
.	Z	.

a	Cc	a
.	Z	.

pa	Cc	pa
Otkud	Rgp	otkud
znam	Vmr1s	znati
•	X	•
pevAčice	Ncfpn	pevačica
••	X	••
tOj	Pd-nsn	taj
bIlo	Vmp-sn	biti
odAvna	Rgp	odavno
((laugh))	X	((laugh))
.	Z	.

odAvna	Rgp	odavno
bilO	Vcp-sn	biti
.	Z	.

Otkud	Rgp	otkud
znAm	Vmr1s	znati
kojE	Pipn	koji
su	Var3p	biti
bIle	Vmpf	biti
pevAčice	Ncfpn	pevačica
•	X	•
nArodne	Agpfpny	narodni
pEsme	Ncfpn	pesma
uglavnOm	Rgp	uglavnom
se	Px--sa	sebe
pojAle	Ncnsn	pojale
tAj	Pd-fsn	taj
.	Z	.

al	Cc	ali
imAlo	Vmp-sn	imati
tƏg	Rgp	tako
Eto	I	eto
Išle	Vmp-pf	ići
ljUdi	Ncmpn	čovek
sƏg	Rgp	sad
•	X	•
i	Cc	i
da	Cs	da
Ima	Vmr3s	imati
kavAneto	Ncnsa	kavane
kUj	Pi3m-n	ko
qe	Pp3fsg	qe
da	Cs	da
Ide	Vmr3s	ići
nEma	Vmr3s	imati
parA	Ncfsn	para
.	Z	.

i	Cc	i
takOj	Rgp	tako
sInče	Ncmsv	sinak
.	Z	.

mUka	Ncfsn	muka
se	Px--sa	sebe
živElo	Vmp-sn	živeti
••	X	••
al	Cc	ali
Ete	I	eto
tOj	Pd-nsn	taj
smo	Var1p	biti
takvO	Pd-nsn	takav
slavIli	Vmp-pm	slaviti
.	Z	.

pa	Cc	pa
imAlo	Vmp-sn	imati
si	Px--sd	sebe
po	Sa	po
knjAževac	Npmsan	knjaževac
imAlo	Vmp-sn	imati
.	Z	.

otkUd	Rgp	otkud
znam	Vmr1s	znati
odOkle	Rgp	odakle
su	Var3p	biti
svE	Pi-nsn	sav
vodIli	Vmp-pm	voditi
.	Z	.

prodAvu	Npmsn	prodAvu
•	X	•
saksIje	Ncfpn	saksija
prodAvu	Ncfpn	prodav
•	X	•
tƏg	Rgp	tako
se	Px--sa	sebe
pIlo	Vmp-sn	piti
iz	Sg	iz
te	Pdpa	taj
testIje	Npfsg	testIja
vodA	Ncfsn	voda
.	Z	.

lOnčići	Ncmpn	lončić
šOljke	Agpfsgy	šoljki
•	X	•
svE	Pi-nsn	sav
tOj	Pd-nsn	taj
zemljEno	Vcp-sn	zemljeti
bilO	Vcp-sn	biti
.	Z	.

i	Cc	i
takOj	Rgp	tako
.	Z	.

bilO	Vmp-sn	biti
tOj	Pd-nsn	taj
.	Z	.

u	Sa	u
kUqu	Ncfsa	kuća
••	X	••
kOj	Pi3m-n	koji
si	Px--sd	sebe
je	Var3s	biti
po	Sl	po
imAl	Vmp-sm	imati
onO	Pd-nsn	onaj
si	Px--sd	sebe
bIlo	Vmp-sn	biti
svE	Pi-nsn	sav
dobrO	Rgp	dobro
On	Pp3msn	on
.	Z	.

od	Sg	od
rAnije	Rgc	rano
jOš	Rgp	još
jA	Pp1-sn	ja
jA	Pp1-sn	ja
tOj	Pd-nsn	taj
nE	Qz	ne
znam	Vmr1s	znati
kod	Sg	kod
moI	Pp3msg	moj
nE	Qz	ne
bilO	Vmp-sn	biti
.	Z	.

bilO	Vapn	biti
dRveno	Rgp	drveno
kašIke	Ncfpn	kašika
dRveno	Rgp	drveno
nOj	Pd-nsn	onaj
•	X	•
kakO	Cs	kako
ga	Pp3msa	on
zvAli	Vmp-pm	zvati
vodanIk	Cs	vodanIk
kakO	Cs	kako
.	Z	.

((XXX))	X	((xxx))
jA	Pp1-sn	ja
kəd	Pi3n-a	kəd
sam	Var1s	biti
bIla	Vcp-sf	biti
nE	Qz	ne
bilO	Vmp-sn	biti
mI	Pp1-pn	ja
smo	Var1p	biti
si	Px--sd	sebe
imAli	Vmp-pm	imati
svE	Pi-nsa	sav
.	Z	.

nAjviše	Rgp	najviše
plEkano	Appnsny	plekati
vOj	Ncmsn	voj
posUgje	Ncmsg	posugja
si	Px--sd	sebe
ka	Cs	kad
i	Cc	i
sƏg	Rgp	sad
.	Z	.

što	Cs	što
Ima	Vmr3s	imati
.	Z	.

imAli	Vmp-pm	imati
smo	Var1p	biti
svE	Pi-nsn	sav
.	Z	.

pa	Cc	pa
u	Sa	u
špOret	Ncmsan	šporet
smo	Var1p	biti
si	Px--sd	sebe
pEkli	Vmp-pm	peći
••	X	••
podmEsimo	Pi-nsn	podmEsimo
pa	Cc	pa
.	Z	.

narastE	Vmr3s	narasti
a	Cc	a
kvAsac	Ncmsn	kvasac
prAvjen	Npmsn	prAvjen
od	Sg	od
onOj	Pd-nsa	onaj
što	Cs	što
zgrEbemo	Var1p	zgrEbemo
po	Sl	po
.	Z	.

po	Sl	po
onOj	Pdsl	onaj
u	Sl	u
kvO	Pr-nsn	kvo
se	Px--sa	sebe
zamEsi	Vmr3s	zamesiti
u	Sa	u
.	Z	.

u	Sl	u
Vangle	Npmsl	Vani
u	Sl	u
nAćvi	Ncfsl	naćva
smo	Var1p	biti
ga	Pp3msa	on
zvAli	Vmp-pm	zvati
po	Sl	po
njEm	Ncmsl	nje
naprAjmo	Agpmsny	naprajmo
kvasAc	Ncmsn	kvasac
pa	Cc	pa
stIgne	Vmr3s	stići
pa	Cc	pa
ga	Pp3msa	on
podmEsimo	Vmp-sm	podmesimti
pa	Cc	pa
ga	Pp3msa	on
pečEmo	Vmr1p	peći
.	Z	.

si	Px--sd	sebe
u	Sa	u
špOret	Ncmsan	šporet
•	X	•
i	Cc	i
tOj	Pd-nsn	taj
smo	Var1p	biti
pEkli	Vmp-pm	peći
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
sam	Var1s	biti
pEkla	Vmp-sf	peći
ostAje	Vmr3s	ostajati
me	Pp1-sa	ja
mOji	Ps1mpn	moj
pa	Cc	pa
pečEm	Vmr1s	peći
lEbac	Ncmsn	hleb
.	Z	.

i	Cc	i
takO	Rgp	tako
e	Var3s	biti
bilO	Vcp-sn	biti
.	Z	.

pa	Cc	pa
pEklo	Vmp-sn	peći
se	Px--sd	sebe
rAnije	Rgc	rano
ali	Cc	ali
jA	Pp1-sn	ja
sam	Var1s	biti
bAš	Rgp	baš
jOš	Rgp	još
bilA	Vcp-sf	biti
detE	Ncnsn	dete
.	Z	.

mOi	Ps1mpn	moj
nEsu	Var3p	biti
tOlko	Rgp	toliko
ni	Cc	ni
pEkli	Vmp-pm	peći
ali	Cc	ali
Ima	Vmr3s	imati
ljUdi	Ncmpn	čovek
pEkli	Vmp-pm	peći
i	Cc	i
pOsle	Rgp	posle
.	Z	.

u	Sa	u
crepUlju	Ncfsa	crepulja
pa	Cc	pa
••	X	••
odozgOr	Rgp	odozgor
poklOpe	Vmr3p	poklopiti
pa	Cc	pa
žAr	Ncmsn	žar
One	Pp3fpn	oni
stAvlju	Vmr3p	stavlti
pa	Cc	pa
•	X	•
takvO	Pd-nsn	takav
bilO	Vmp-sn	biti
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
•	X	•
nE	Qz	ne
znam	Vmr1s	znati
mI	Pp1-pn	ja
nEsmo	Var1p	biti
tOlko	Rgp	toliko
tOj	Pd-nsn	taj
pEkli	Vmp-pm	peći
.	Z	.

u	Sl	u
crepUljete	Ncfsl	crepulja
kƏd	Pi3n-n	kƏd
sam	Var1s	biti
jA	Pp1-sn	ja
pOsle	Rgp	posle
((XXX))	X	((xxx))
.	Z	.

pa	Cc	pa
mOra	Vmr3s	morati
su	Var3p	biti
kUpuvane	Ncfpn	kupuvana
tIja	Pd-msn	taj
•	X	•
što	Cs	što
grnčarIti	Vmp-pm	grnčariti
kOji	Pisn	koji
e	Var3s	biti
praIle	Vmp-pf	praviti
•	X	•
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

kUpi	Vmr3s	kupiti
se	Px--sa	sebe
pa	Cc	pa
se	Px--sa	sebe
napAli	Vmr3s	napaliti
na	Sa	na
žAr	Ncmsan	žar
pa	Cc	pa
se	Px--sa	sebe
istresE	Vmr3s	istresti
lEb	Ncmsan	hleb
pa	Cc	pa
se	Px--sa	sebe
ozgOr	Rgp	odozgo
poklOpi	Vmr3s	poklopiti
s	Si	sa
onAj	Pd-msn	onaj
vršnjAk	Ncmsn	vršnjak
.	Z	.

paa	Cc	pa
i	Cc	i
On	Pp3msn	on
se	Pxsa	sebe
posIpe	Vmr3s	posivati
sa	Si	sa
žAr	Ncmsan	žar
•	X	•
i	Cc	i
takOj	Rgp	tako
ga	Pp3msa	on
bAbe	Ncfpn	baba
poglEdu	Ncmsd	pogled
pOsle	Sg	posle
.	Z	.

kƏd	Npmsn	kƏd
je	Var3s	biti
gotOv	Agpmsnn	gotov
One	Pdpa	onaj
iz	Sg	iz
•	X	•
istUre	Vmr3p	isturiti
ga	Pp3msa	on
iz	Qz	iz
onO	Pd-nsa	onaj
•	X	•
izvAde	Vmr3p	izvaditi
.	Z	.

bIlo	Vmp-sn	biti
svAšta	Pi3n-n	svašta
.	Z	.

((cough))	X	((cough))
od	Sg	od
plEko	Cs	plEko
bIlo	Vmp-sn	biti
•	X	•
plEkano	Appnsny	plekati
a	Cc	a
ozdOl	Rgp	odozdo
onOj	Pd-nsn	onaj
od	Sg	od
zemljU	Ncfsa	zemlja
.	Z	.

tOj	Pd-nsn	taj
kəd	Pi3n-n	kəd
səm	Var1s	biti
jA	Pp1-sn	ja
bilA	Vmp-sf	biti
a	Cc	a
takOj	Rgp	tako
bIlo	Vmp-sn	biti
rAnije	Rgc	rano
•	X	•
otkUd	Rgp	otkud
znAm	Vmr1s	znati
.	Z	.

kakO	Cs	kako
e	Var3s	biti
bilO	Vcp-sn	biti
.	Z	.

pa	Cc	pa
nE	Qz	ne
Ono	Pd-nsn	onaj
znAju	Vmr3p	znati
kəd	Ncfsa	kəd
kOlko	Pq-nsn	koliki
trEba	Vmr3s	trebati
.	Z	.

kəd	Pi3n-n	kəd
izgorI	Vmr3s	izgoreti
Ono	Pd-nsn	onaj
.	Z	.

səs	Si	sa
nOž	Ncmsn	nož
səs	Si	sa
Onoj	Pd-nsa	onaj
•	X	•
rendE	Ncnsn	rende
•	X	•
postružU	Agpnsny	postruži
.	Z	.

pa	Cc	pa
ga	Pp3msa	on
zovEmo	Vmr1p	zvati
strUgana	Appfsny	strugati
pogAča	Ncfsn	pogača
•	X	•
((laugh))	X	((laugh))
jao	I	jao
bOže	Npmsv	bog
((XXX))	X	((xxx))
smEjemo	Vmr1p	smejati
.	Z	.

((laugh))	X	((laugh))
.	Z	.

pa	Cc	pa
nIje	Var3s	biti
se	Px--sa	sebe
tOlko	Rgp	toliko
kupovAlo	Vmp-sn	kupovati
na	Sa	na
vAšar	Ncmsan	vašar
bAš	Qo	baš
.	Z	.

tOj	Pd-nsn	taj
si	Px--sd	sebe
se	Px--sa	sebe
vIše	Rgc	mnogo
plAtno	Agpnsny	platni
kupUvalo	Ncnsn	kupuvalo
imAlo	Vmp-sn	imati
mlOgo	Rgp	mnogo
prodAvnice	Ncfpa	prodavnica
pa	Cc	pa
.	Z	.

se	Px--sa	sebe
Ima	Vmr3s	imati
•	X	•
mAti	Ncfsn	mati
bIla	Vcp-sf	biti
šnAjderka	Ncfsn	šnajderka
pa	Cc	pa
mlOgo	Rgp	mnogo
šIla	Vmp-sf	šiti
.	Z	.

na	Sa	na
cElo	Agpnsay	ceo
selO	Ncnsa	selo
donOse	Vmr3p	donositi
ljUdi	Ncmpn	čovek
.	Z	.

i	Cc	i
nAmi	Npmpn	nAm
na	Sa	na
drUgivi	Npnsa	drUgivi
.	Z	.

cElo	Agpnsny	cel
lEto	Ncnsn	leto
kƏd	Appfpny	kti
su	Var3p	biti
prazni	Agpmpny	prazan
za	Sa	za
svAki	Pisan	svaki
prAznik	Ncmsan	praznik
se	Px--sa	sebe
kUpi	Vmr3s	kupiti
neštO	Pi3n-a	nešto
.	Z	.

za	Sa	za
dEcu	Ncnpa	dete
za	Sa	za
stAri	Agpmpn	star
kUpu	Ncfsa	kupa
•	X	•
vali	Ncmpn	val
.	Z	.

a	Cc	a
sƏg	Rgp	sad
•••	X	•••
kupUe	Ncnsn	kupue
se	Px--sa	sebe
kəd	Vmr3s	kədti
se	Px--sa	sebe
rEkne	Vmr3s	reći
a	Cc	a
tƏd	Rgp	tad
za	Sa	za
prAznik	Ncmsan	praznik
pa	Cc	pa
za	Sa	za
prAznik	Ncmsan	praznik
se	Px--sa	sebe
kupuvAlo	Vmp-sn	kupuvati
.	Z	.

odAvno	Rgp	odavno
.	Z	.

i	Cc	i
takO	Rgp	tako
.	Z	.

kakO	Cs	kako
o	Sl	o
•	X	•
od	Sg	od
odEqu	Npmsl	odEq
.	Z	.

pa	Cc	pa
nosIlo	Vmp-sn	nositi
se	Px--sa	sebe
sUknje	Ncfpn	suknja
blUze	Ncfpn	bluza
aljInke	Vmr3p	aljinkiti
kOj	Pi-msn	koji
kakvO	Pi-nsn	kakav
si	Var2s	biti
volEl	Vmp-sm	voleti
takvO	Pd-nsn	takav
kupuvAl	Vmp-sm	kupuvati
.	Z	.

nam	Pp1-pd	mi
si	Px--sd	sebe
mAti	Ncfsn	mati
šIla	Vmp-pn	šiti
svAšta	Pi3n-n	svašta
.	Z	.

na	Sa	na
mUški	Agpmsayn	muški
krAtke	Agpfpny	kratak
pantalOnice	Ncfpn	pantalonice
na	Sa	na
žEnski	Agpmsayn	ženski
••	X	••
sUknjice	Ncfpn	suknjica
aljInice	Npfsg	aljInica
.	Z	.

u	Sl	u
mI	Pp1-pn	ja
smo	Var1p	biti
••	X	••
mlOgo	Rgp	mnogo
nosIli	Vmp-pm	nositi
.	Z	.

((laugh))	X	((laugh))
.	Z	.

nE	Qz	ne
nEqe	Vmr3s	nivati
Odma	Rgp	odmah
da	Cs	da
Idete	Vmr2p	ići
.	Z	.

nEka	Qo	neka
kəd	Rgp	kəd
pOijdu	Vmr3p	poijti
onI	Pp3mpn	oni
•	X	•
kəd	Vmr3p	kti
pOijdu	Ncfsa	poijda
•	X	•
sƏg	Rgp	sad
još	Rgp	još
ne	Qz	ne
.	Z	.

prIčajte	Vmm2p	pričati
((laugh))	X	((laugh))
.	Z	.

pa	Cc	pa
dObro	Rgp	dobro
za	Sa	za
svAki	Pi-msn	svaki
dƏn	Ncmsn	dan
po	Sa	po
lOše	Rgp	loše
••	X	••
po	Sl	po
prOsto	Rgp	prosto
•	X	•
