desAnka	Npfsn	Desanka
drUgo	Mlonsa	drugi
kvO	Pi-nsn	kvo
bEše	Vce3s	biti
?	Z	?
.	Z	.

a	Cc	a
.	Z	.

i	Cc	i
od	Sg	od
bAdnju	Agpfsay	badnji
vEčer	Ncfsa	večer
.	Z	.

kad	Cs	kad
večEruješ	Qr	večEruješ
.	Z	.

na	Sa	na
bAdnju	Agpfsay	badnji
vEčer	Ncfsa	večer
.	Z	.

tOj	Pd-nsn	taj
vI	Pp2-pn	vi
nUta	Px--sa	nUta
ne	Qz	ne
rAdite	Vmr2p	raditi
.	Z	.

Uznu	Vmr3p	uzeti
slAmu	Ncfsa	slama
.	Z	.

i	Cc	i
#ću#	Rgc	#o
Odi	Sg	od
tOj	Pd-nsn	taj
.	Z	.

i	Cc	i
Vnj	Npmsn	Vnj
vEćer	Npmsn	vEćer
bAdnjakat	Npmsn	bAdnjakat
.	Z	.

štO	Cs	što
gorI	Vmr3s	goreti
drvOto	Pq-nsn	drvOto
večerA	Ncfsn	večera
.	Z	.

zapAlimo	Vmr1p	zapaliti
.	Z	.

zapAlimo	Vmr1p	zapaliti
.	Z	.

čUvaju	Vmr3p	čuvati
ljUđe	Ncmpa	čovek
žEne	Ncfpn	žena
.	Z	.

#Ugrn#	Qr	#Ugrn#
.	Z	.

kvO	Pr-nsn	kvo
bIlo	Qo	bilo
mAlnko	Agpnsny	malnki
Odi	Sg	od
bAdnjkat	Ncmsn-t	badnjk
.	Z	.

pa	Cc	pa
kad	Cs	kad
zagrmI	Vmr3s	zagrmeti
.	Z	.

kad	Cs	kad
zagrmI	Vmr3s	zagrmeti
kAd	Cs	kad
se	Px--sa	sebe
upUca	Vmr3s	upucati
.	Z	.

Oni	Pp3mpn	oni
zapAle	Vmr3p	zapaliti
tOj	Pd-nsa	taj
.	Z	.

glavnjUtu	Ncfsa-t	glavnja
.	Z	.

tAda	Rgp	tada
.	Z	.

svItne	Agpfpny	svitan
.	Z	.

da	Cs	da
raskArvet	Qr	raskArvet
.	Z	.

tIja	Pd-mpn	taj
Oblaci	Ncmpn	oblak
.	Z	.

tIja	Pd-msn	taj
Opas	Npmsn	Opas
nIža	Npmsn	nIža
.	Z	.

razdvOji	Vmr3s	razdvojiti
.	Z	.

Oblaci	Ncmpn	oblak
.	Z	.

kvO	Pr-nsn	kvo
rečE	Vmr3s	reći
?	Z	?
.	Z	.

pre	Sg	pre
bAdnje	Agpnsny	badnji
vEče	Ncnsn	večer
•	X	•
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

će	Var3s	hteti
((XXX))	X	((xxx))
.	Z	.

ao	Cs	kao
sam	Var1s	biti
zaboravIla	Vmp-sf	zaboraviti
.	Z	.

pre	Sg	pre
bAdnju	Agpfsay	badnji
vEčer	Ncfsa	večer
.	Z	.

((?))	X	((?))
tI	Pp2-sn	ti
me	Pp1-sa	ja
pUstaš	Vmr2s	pustati
tI	Pp2-sn	ti
tI	Pp2-sn	ti
poznAješ	Vmr2s	poznavati
od	Sg	od
mEn	Pp1-sd	ja
tI	Pp2-sn	ti
.	Z	.

jA	Pp1-sn	ja
tEb	Pi3n-a	tEb
da	Cs	da
pitUjem	Qr	pitUjem
.	Z	.

pre	Sg	pre
bAdnju	Agpfsay	badnji
vEčer	Ncfsa	večer
.	Z	.

omEsimo	Vmr1p	omesiti
.	Z	.

lEb	Ncmsn	hleb
kOlači	Ncmpn	kolač
.	Z	.

el	Qq	jel
tOj	Pd-nsn	taj
čEkaj	Vmm2s	čekati
.	Z	.

tOj	Pd-nsn	taj
.	Z	.

stvArno	Rgp	stvarno
tEgaj	Rgp	tada
.	Z	.

neje	Var3s	biti
na	Sa	na
božIč	Npmsay	božić
nEgo	Cc	nego
na	Sa	na
svEtiju	Npfsa	svEtija
na	Sa	na
božIč	Npmsn	Božič
.	Z	.

na	Sa	na
božIč	Npmsn	Božič
.	Z	.

na	Sa	na
božIč	Npmsn	Božič
mEsimo	Vmr1p	mesiti
.	Z	.

večEru	Ncfsa	večera
sprEmamo	Vmr1p	spremati
.	Z	.

večEru	Ncfsa	večera
sprEmamo	Vmr1p	spremati
.	Z	.

i	Cc	i
u	Sa	u
tepsIće	Npmpa	tepsIć
bAnicu	Ncfsa	banica
.	Z	.

i	Cc	i
kolačAk	Qr	kolačAk
.	Z	.

Izne	Agpfpny	izan
na	Sa	na
bAdnju	Agpfsay	badnji
vEčer	Ncfsa	večer
.	Z	.

izlEzne	Vmr3s	izleći
.	Z	.

gAzdarica	Ncfsn	gazdarica
tAm	Rgp	tamo
.	Z	.

izlEzne	Vmr3s	izleći
nA	Sa	na
dvor	Ncmsan	dvor
.	Z	.

i	Cc	i
Oka	Ncfsn	oka
.	Z	.

Okao	Npmsn	Okao
.	Z	.

sAv	Agpmsnn	sav
glAs	Ncmsn	glas
Oka	Ncnsg	oko
.	Z	.

da	Cs	da
čUju	Vmr3p	čuti
ovI	Pd-mpn	ovaj
.	Z	.

aa	Cc	a
•	X	•
daa	Cs	da
•	X	•
aa	Cc	a
•	X	•
kAže	Vmr3s	kazati
džErmane	Npmsv	džerman
.	Z	.

pa	Cc	pa
razvlačE	Vmr3p	razvlačiti
da	Cs	da
s	Si	sa
čUju	Vmr3p	čuti
.	Z	.

džErmane	Npmsv	džerman
dOjdi	Vmr3s	doći
na	Sa	na
večEru	Ncfsa	večera
.	Z	.

naprAvljen	Appmsnn	napraviti
tIkvenik	Ncmsn	tikvenik
bAnice	Ncfsg	banica
.	Z	.

svE	Pi-nsn	sav
tOj	Pd-nsn	taj
.	Z	.

gotOvo	Rgp	gotovo
.	Z	.

ćEr	Ncmsn	ćer
nEmoj	Vmm2s-y	moći
lEtos	Rgp	letos
da	Cs	da
dOodiš	Vmr3s	doodišti
na	Sa	na
pOstot	Npmsan	pOstot
.	Z	.

jA	Pp1-sn	ja
.	Z	.

kOpam	Vmr1s	kopati
.	Z	.

na	Sl	na
pOstot	Ncmsl	posto
nEmoj	Vmm2s	moći
da	Cs	da
dOodiš	Qr	dOodiš
.	Z	.

da	Cs	da
ne	Qz	ne
dOjde	Vmr3s	doći
znAči	Vmr3s	značiti
na	Sa	na
pOstot	Ncmsan	postot
kAd	Cs	kad
kO/	X	ko/
.	Z	.

nEgo	Cc	nego
td	Sg	td
td	Ncmsn	td
ga	Pp3msa	on
Oka	Ncfsn	oka
.	Z	.

džErmane	Npmsv	džerman
nemOj	Vmm2s	moći
da	Cs	da
dOjdeš	Qr	dOjdeš
.	Z	.

dOjdi	Vmr3s	doći
sg	Rgp	sad
na	Sa	na
večEru	Ncfsa	večera
.	Z	.

Okam	Npmsn	Okam
.	Z	.

i	Cc	i
nesU	Vcr3p	biti
.	Z	.

tAm	Rgp	tamo
i	Cc	i
.	Z	.

bAnicutu	Ncfsa-t	banica
ta	Pd-fsn	taj
Oka	Ncfsn	oka
.	Z	.

sa	Si	sa
svE	Pi-nsn	sav
tevsIćeto	Vcp-sn	tevsićeti
.	Z	.

bAnicu	Ncfsa	banica
će	Var3s	hteti
k/	X	k/
.	Z	.

kAko	Cs	kako
ka	Cs	kad
se	Px--sa	sebe
slEzne	Vmp-sn	slezti
.	Z	.

odgOre	Qr	odgOre
.	Z	.

kvO	Pr-nsn	kvo
jOš	Rgp	još
?	Z	?
.	Z	.

((XXX))	X	((xxx))
.	Z	.

tE	Cc	te
tOj	Pd-nsn	taj
sam	Var1s	biti
zaborIla	Vmp-sf	zaboraviti
((XXX))	X	((xxx))
.	Z	.

sIma	Npmsn	Sima
.	Z	.

bAdnjak	Npmsn	badnjak
.	Z	.

su	Var3p	biti
Idu	Vmr3p	ići
s	Si	sa
Ovce	Ncfpn	ovca
.	Z	.

kAde	Ncfpn	kada
odIdu	Pipn	odIdu
otIdu	Vmr3p	otići
s	Si	sa
Ovce	Ncfpn	ovca
.	Z	.

posEću	Agpnsay	poseći
dRvo	Ncnsa	drvo
.	Z	.

bAdnjak	Npmsn	badnjak
Ono	Pd-nsn	onaj
dRvo	Ncnsn	drvo
tO	Pd-nsn	taj
.	Z	.

a	Cc	a
kakO	Cs	kako
bEše	Vce3s	biti
zaboravI	Vmr3s	zaboraviti
bre	I	bre
.	Z	.

aa	Cc	a
.	Z	.

bAdnjak	Npmsn	badnjak
trEba	Vmr3s	trebati
dEte	Ncnsa	dete
da	Cs	da
donesE	Vmr3s	doneti
tek	Rgp	tek
na	Sa	na
očI	Ncnpn	oko
.	Z	.

bAdnjak	Npmsn	badnjak
.	Z	.

dObro	Rgp	dobro
će	Var3s	hteti
donesEmo	Vmr1p	doneti
.	Z	.

Ajde	I	hajde
otIdu	Vmr3p	otići
s	Si	sa
Ovce	Ncfpn	ovca
dokAru	Npmsl	dokAr
.	Z	.

Ovce	Ncfpn	ovca
Uvečer	Npmsn	Uvečer
.	Z	.

donesU	Vmr3p	doneti
jEdno	Mlcnsn	jedan
dRvo	Ncnsa	drvo
gOlemo	Agpnsay	golem
dRvo	Ncnsa	drvo
da	Cs	da
si	Px--sd	sebe
naglidEmo	Vmr1p	naglideti
.	Z	.

Oganj	Ncmsn	oganj
.	Z	.

i	Cc	i
donesU	Vmr3p	doneti
dRvo	Ncnsa	drvo
.	Z	.

i	Cc	i
tUre	Vmr3p	turiti
tAm	Rgp	tamo
.	Z	.

uzI	Ncmsn	uzi
strEju	Rgp	streju
usprAve	Vmr3p	uspraviti
.	Z	.

dRvoto	Ncnsa-t	drvo
.	Z	.

tOj	Pd-nsn	taj
znAe	Vmr3s	znati
onA	Pp3fsn	on
.	Z	.

i	Cc	i
u	Sa	u
donesU	Agpfsay	donesi
košUlju	Ncfsa	košulja
.	Z	.

muškU	Agpfsay	muški
.	Z	.

taa	Qr	taa
.	Z	.

vRžu	Qr	vRžu
.	Z	.

belA	Agpfsny	beo
sAmo	Rgp	samo
da	Cs	da
je	Var3s	biti
.	Z	.

vRžu	Qo	vRžu
za	Sa	za
tO	Pd-nsa	taj
i	Cc	i
posedIuzi	Vmp-pm	posediuti
.	Z	.

Odi	Sg	od
strEjutu	Ncfsa-t	streja
.	Z	.

tUj	Rgp	tu
dr/	Ncmsn	dr/
evE	I	evo
drvOto	Ncnsa-t	drvo
.	Z	.

i	Cc	i
u	Sa	u
.	Z	.

posElkamo	Rgp	poselkamo
mAlko	Rgp	malko
kad	Cs	kad
ogladnEvam	Vcr3s	ogladnevabiti
i	Cc	i
.	Z	.

se	Px--sd	sebe
sEtimo	Vmr1p	setiti
tEgaj	Rgp	tada
.	Z	.

ta	Cs	da
unesEmo	Vmr1p	uneti
.	Z	.

drvOto	Ncnsa-t	drvo
.	Z	.

mm	I	mm
mužjEti	Pi-nsn	mužjEti
tOj	Pd-nsn	taj
mužjE	Ps1nsn	mužjE
.	Z	.

muškArvot	Npmsn	muškArvot
.	Z	.

izlEznu	Vmr3p	izlegnuti
nA	Sa	na
dvor	Ncmsan	dvor
.	Z	.

Uznu	Vmr3p	uzeti
.	Z	.

sa	Si	sa
svE	Pi-nsn	sav
košUljutu	Ncfsa-t	košulja
.	Z	.

batAnjato	Rgp	batanjato
vijEno	Appnsny	viti
s	Si	sa
košUlju	Ncfsa	košulja
.	Z	.

onI	Pp3mpn	oni
sasečU	Vmr3p	saseći
.	Z	.

ponAsitno	Qr	ponAsitno
.	Z	.

tOja	Qr	tOja
.	Z	.

jajE	Ncnsn	jaje
onOj	Pd-nsn	onaj
vAnu	Ncfsa	vana
.	Z	.

dEbeljat	Vcp-s	debeljti
i	Cc	i
na	Sa	na
vrAta	Ncnpa	vrata
.	Z	.

ulAze	Vmr3p	ulaziti
u	Sl	u
sObu	Ncfsa	soba
.	Z	.

i	Cc	i
Otuj	Npmsn	Otuj
.	Z	.

prAgat	Ncmsn-t	prag
Edu	Vmr3p	jesti
.	Z	.

a	Cc	a
ovIja	Pd-msn	ovaj
od	Sg	od
Ovdeka	Rgp	ovde
čEkaju	Vmr3p	čekati
.	Z	.

će	Var3s	hteti
donesE	Vmr3s	doneti
.	Z	.

bAdnjak	Npmsn	badnjak
.	Z	.

dObro	Rgp	dobro
vEčer	Ncmsn	večer
dObro	Rgp	dobro
vEčer	Ncfsn	večer
.	Z	.

slAve	Vmr3p	slaviti
l	Cc	i
ste	Var2p	biti
li	Qq	li
mlAdoga	Agpmsgy	mlad
bOga	Npmsg	bog
.	Z	.

slAvimo	Vmr1p	slaviti
.	Z	.

kAže	Vmr3s	kazati
.	Z	.

i	Cc	i
.	Z	.

sa	Si	sa
žIto	Ncnsa	žito
.	Z	.

pljIsne	Qr	pljIsne
.	Z	.

Ovi	Pd-mpn	ovaj
.	Z	.

ovI	Pd-mpn	ovaj
odOvde	Rgp	odavde
žIto	Ncnsa	žito
pljIsnu	Npmsl	pljIsn
.	Z	.

nA	Sa	na
nj	Pp3msa	on
.	Z	.

i	Cc	i
onI	Pp3mpn	oni
ulAze	Vmr3p	ulaziti
.	Z	.

sa	Si	sa
svE	Pi-nsn	sav
b/	X	b/
bAdnjak	Npmsn	badnjak
.	Z	.

ulAze	Vmr3p	ulaziti
i	Cc	i
.	Z	.

Rčnu	Npfsa	Rčna
u	Sa	u
kUbe	Ncnsa	kube
.	Z	.

u	Sa	u
kUbe	Ncnsa	kube
u	Sl	u
dvOonj	Npmsl	dvOoa
.	Z	.

sAmo	Rgp	samo
da	Cs	da
je	Var3s	biti
žIvo	Rgp	živo
.	Z	.

da	Cs	da
je	Var3s	biti
žIv	Agpmsnn	živ
ogAnj	Ncmsn	oganj
da	Cs	da
nEje	Var3s	biti
ugAsl	Vmp-sm	ugasti
.	Z	.

i	Cc	i
Rčnu	Npmsl	Rčn
kUbe	Npfsg	Kuba
i	Cc	i
.	Z	.

kAžu	Vmr3p	kazati
.	Z	.

kAžu	Vmr3p	kazati
.	Z	.

kOlko	Pq-nsn	koliki
Iskrice	Ncfsg	iskrica
.	Z	.

ovdEk	Rgp	ovde
.	Z	.

tOlko	Rgp	toliko
dečIca	Ncfsn	dečica
.	Z	.

tOlko	Rgp	toliko
jAganjčiči	Mdc	jaganjčiči
.	Z	.

kOlko	Pq-nsn	koliki
Iskrica	Ncfsn	iskrica
tOlko	Rgp	toliko
govEda	Ncnpn	govedo
.	Z	.

k	X	k
Ono	Pd-nsn	onaj
svE	Pi-nsn	sav
svA	Agpfsny	sav
živIna	Ncfsn	živina
.	Z	.

pIlčiči	Qr	pIlčiči
.	Z	.

((laugh))	X	((laugh))
.	Z	.

al	Cc	ali
kaa	Px--sa	kaa
.	Z	.

pšenIca	Ncfsn	pšenica
.	Z	.

i	Cc	i
kvO	Pi-nsn	kvo
.	Z	.

kukUruz	Ncmsan	kukuruz
ćIni	Ncnsn	ćini
mi	Pp1-sd	ja
se	Px--sa	sebe
.	Z	.

najvIše	Rgs	mnogo
.	Z	.

da	Cs	da
se	Px--sa	sebe
rOdi	Vmr3s	roditi
.	Z	.

te	Cc	te
te	Cc	te
ga	Pp3msa	on
.	Z	.

tOj	Pd-nsn	taj
sam	Var1s	biti
ispričEla	Vmp-sf	ispričeti
.	Z	.

bAdnjak	Npmsn	badnjak
li	Npmsn	li
?	Z	?
.	Z	.

p	Cc	pa
onO	Pd-nsn	onaj
.	Z	.

sAg	Rgp	sad
.	Z	.

kakO	Cs	kako
sAg	Rgp	sad
štO	Cs	što
si	Px--sd	sebe
rAdimo	Vmr1p	raditi
.	Z	.

s	Z	sa
bAdnjak	Npmsn	badnjak
Isto	Npmsn	Isto
si	Px--sd	sebe
.	Z	.

i	Cc	i
dAlje	Rgc	daleko
tOj	Pd-nsn	taj
se	Px--sd	sebe
produža	Px--sa	produža
.	Z	.

tOj	Pd-nsn	taj
si	Px--sd	sebe
uvEk	Rgp	uvek
.	Z	.

pa	Cc	pa
nO	I	no
.	Z	.

tOj	Pd-nsn	taj
si	Px--sd	sebe
Uvek	Rgp	uvek
.	Z	.

na	Sa	na
božIč	Npmsn	Božič
se	Px--sa	sebe
rAdi	Vmr3s	raditi
.	Z	.

ovdEkad	Npmsn	ovdEkad
.	Z	.

namEse	Agpfpny	names
žEne	Ncfpn	žena
.	Z	.

na	Sa	na
božIč	Npmsn	Božič
godžA	Npmsn	godžA
lEbove	Npmsn	lEbove
.	Z	.

ne	Qz	ne
jEdan	Mlcmsn	jedan
lEb	Ncmsn	hleb
.	Z	.

ne	Qz	ne
nestE	Pi3n-n	nestE
nestE	Vcr3s	nestbiti
li	Qq	li
mesIli	Vmp-pm	mesiti
.	Z	.

nestE	Qr	nestE
.	Z	.

godžA	Npmsn	godžA
lEbove	Xf	lEbove
namEse	Xf	namEse
.	Z	.

opečU	Qr	opečU
.	Z	.

i	Cc	i
večerA	Ncfsn	večera
kad	Cs	kad
bUde	Vcr3s	biti
.	Z	.

da	Cs	da
se	Pxsa	sebe
svEle	Vmpf	svesti
ovE	Pdsg	ovaj
tUre	Vmr3p	turiti
na	Sa	na
ostAl	Ncmsan	astal
.	Z	.

stUre	Vce3s	stiti
.	Z	.

Ima	Vmr3s	imati
kolačI	Ncmpn	kolač
mAleček	Npmsn	mAleček
kolačAk	Npmsn	kolačAk
.	Z	.

ta	Cs	da
ovIje	Vmr3s	ovijati
.	Z	.

s	Sg	sa
manačićijAt	Ncmsn	manačićijat
svIja	Vmr3s	svijati
onIja	Pp3mpn	onaj
lEbove	Npfsg	lEbova
.	Z	.

i	Cc	i
svEča	Agpfsly	svei
gorI	Ncfsl	gora
.	Z	.

i	Cc	i
mI	Pp1-pn	ja
se	Px--sa	sebe
mI	Pp1-pn	ja
se	Px--sd	sebe
kRstimo	Vmr1p	krstiti
.	Z	.

i	Cc	i
kAžemo	Vmr1p	kazati
.	Z	.

sas	Si	sa
onIja	Pd-msan	onaj
kolačAk	Npmsn	kolačAk
manOčiči	Npmsn	manOčiči
i	Cc	i
Eto	I	eto
.	Z	.

ovIvajte	Vcr3s	bivajti
tOj	Pd-nsn	taj
.	Z	.

i	Cc	i
dRšte	Ncfpn	dršta
brej	Ncfpay	brea
.	Z	.

dRšte	Ncfpn	dršta
bre	I	bre
cArava	Sa	cArava
kOla	Ncnpa	kola
.	Z	.

dRšte	Xf	dRšte
dRšte	Xf	dRšte
dRšte	Xf	dRšte
bre	I	bre
.	Z	.

iz	Sg	iz
tIja	Pd-nsa	taj
kolačAk	Cs	kolačAk
uvIju	Vmr3p	uviti
.	Z	.

krAjta	Xf	krAjta
stAe	Xf	stAe
.	Z	.

dRšte	Ncmsay	dršte
kAže	Vmr3s	kazati
cAreva	Aspfsny	carev
kOla	Ncnpa	kola
se	Px--sd	sebe
polomIše	Vma3p	polomiti
.	Z	.

od	Sg	od
.	Z	.

teglObu	Qr	teglObu
.	Z	.

od	Sg	od
tEret	Ncmsan	teret
od	Sg	od
tež/	Npmsg	tež
ž/	Npmsg	ž/
.	Z	.

žIta	Ncnpn	žito
od	Sg	od
.	Z	.

i	Cc	i
tekvOj	Pd-nsn	tekvOj
.	Z	.

i	Cc	i
Uznu	Vmr3p	uzeti
.	Z	.

i	Cc	i
.	Z	.

prerEžu	Vmr3p	prerezati
lEba	Ncmsg	hleb
.	Z	.

kolačAk	Qr	kolačAk
.	Z	.

tIja	Pd-msn	taj
malIjat	Npmsn	malIjat
.	Z	.

Uznu	Vmr3p	uzeti
i	Cc	i
.	Z	.

ovIju	Vmr3p	oviti
onOj	Pd-nsa	onaj
.	Z	.

cElu	Agpfsay	ceo
ostRv	Ncfsa	ostrv
.	Z	.

onIja	Pd-msan	onaj
lEb	Ncmsan	hleb
.	Z	.

i	Cc	i
dRšte	Ncfpn	dršta
bre	I	bre
slomIće	Vmf3s	slomiti
se	Px--sa	sebe
.	Z	.

onI	Pp3mpn	oni
doćEkuju	Vmr3p	doćekivati
i	Cc	i
držU	Agcfsay	drzak
.	Z	.

pOsle	Rgp	posle
.	Z	.

onIja	Pp3mpn	onaj
lEbove	Npfsg	lEbova
.	Z	.

svI	Pipn	sav
tI	Pp2-sd	ti
narEžu	Vmr3p	narezati
pomAlko	Rgc	malko
.	Z	.

da	Cs	da
se	Px--sa	sebe
nAčne	Vmr3s	načeti
.	Z	.

i	Cc	i
Iznose	Vmr3p	iznositi
visokO	Rgp	visoko
ovAk	Rgp	ovako
.	Z	.

dIgnu	Vmr3p	dignuti
dIgnu	Vmr3p	dignuti
se	Px--sa	sebe
.	Z	.

Ize	Npnsn	Ize
tOlko	Rgp	toliko
.	Z	.

jedEmo	Vmr1p	jesti
.	Z	.

jedEmo	Vmr1p	jesti
si	Px--sd	sebe
.	Z	.

sAmo	Rgp	samo
štO	Pi3n	što
.	Z	.

kad	Cs	kad
mEsi	Vmr3s	mesiti
.	Z	.

ženA	Ncfsn	žena
onA	Pp3fsn	on
mu	Pp3msd	on
tUri	Vmr3s	turiti
šAru	Ncfsa	šara
.	Z	.

tUri	Vmr3s	turiti
pomAlko	Agpfsay	pomalko
šAru	Ncfsa	šara
od	Sg	od
.	Z	.

na	Sa	na
svA1i	Agpmsayn	sva1i
lEb	Ncmsan	hleb
.	Z	.

pa	Cc	pa
el	Qq	jel
u	Sa	u
vUrnju	Ncmsay	vurnja
tUrimo	Vmr1p	turiti
.	Z	.

u	Sl	u
vUrnju	Ncnsl	vurnje
tO	Pd-nsn	taj
se	Px--sa	sebe
opečU	Vmp-sn	opeti
.	Z	.

pEčete	Var2p	peći
vI	Pp2-pn	vi
u	Sa	u
vUrnju	Ncfsa	vurnja
vI	Pp2-pn	vi
ste	Var2p	biti
o/	X	o/
odAvno	Rgp	odavno
pEkli	Vmp-pm	peći
.	Z	.

kAko	Cs	kako
je	Vcr3s	biti
iz/	X	iz/
.	Z	.

kAko	Cs	kako
mI	Pp1-pn	ja
.	Z	.

brAco	Ncmsn	braco
.	Z	.

kAko	Cs	kako
jA	Pp1-sn	ja
kad	Rgp	kad
si	Px--sd	sebe
bIla	Vapf	biti
gOre	Rgp	gore
u	Sa	u
zAskovce	Npmsan	zAskovce
dOm	Ncmsan	dom
.	Z	.

rAno	Rgp	rano
dojdOše	Vma3p	doći
jA	Pp1-sn	ja
sam	Var1s	biti
svOc	Npmsn	svOc
.	Z	.

onO	Pd-nsn	onaj
dojdOše	Vma3p	doći
ednI	Mlcmpn	jedan
.	Z	.

dvojIca	Ncfsn	dvojica
.	Z	.

dojdOše	Vma3p	doći
kod	Sg	kod
nAs	Pp1-pg	mi
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
uzEja	Px--sd	uzEja
.	Z	.

onO	Pd-nsa	onaj
nE	Qz	ne
bilO	Vmp-sn	biti
kao	Cs	kao
kAfa	Ncfsn	kafa
.	Z	.

ovAkvo	Pd-nsn	ovakav
je	Var3s	biti
kAvo	Ncfsv	kava
jA	Pp1-sn	ja
sam	Var1s	biti
se	Px--sa	sebe
opEkla	Vmp-sf	opeći
o	Sl	o
drženIcu	Npmsl	drženIc
.	Z	.

#pAsenam#	Qr	#pAsenam#
.	Z	.

onI	Pp3mpn	oni
dojdOše	Vma3p	doći
.	Z	.

odOvde	Rgp	odavde
iz	Sg	iz
nIš	Vmr2s	niti
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
kakO	Rgp	kako
ću	Var1s	hteti
nEmam	Vmr1s	imati
ovakvUj	Pd-fsa	ovakvUj
kAfu	Ncfsa	kafa
.	Z	.

jA	Pp1-sn	ja
uzE	Vma1s	uzeti
pa	Cc	pa
napraI	Qr	napraI
.	Z	.

odUj	Npmpn	odU
rženIcu	Npfsa	rženIca
.	Z	.

pa	Cc	pa
im	Pp3-pd	oni
postaI	Vmr3s	postaviti
raćIju	Sa	raćIju
kAfu	Ncfsa	kafa
.	Z	.

pa	Cc	pa
im	Pp3-pd	oni
jA	Pp1-sn	ja
kazUjem	Vmr1s	kazivati
štO	Cs	što
ovO	Pd-nsn	ovaj
od	Sg	od
rženIcu	Npfsa	rženIca
.	Z	.

kAže	Vmr3s	kazati
jA	Pp1-sn	ja
ne	Qz	ne
bi	Vaa3s	biti
veruvAl	Vmp-sm	veruvati
.	Z	.

aj	I	hajde
se	Px--sa	sebe
nIš	Vmp-sm	niti
.	Z	.

kAžem	Vmr1s	kazati
tOj	Pd-nsn	taj
.	Z	.

ljUdje	Xf	ljUdje
serEm	Xf	serEm
ći/	Xf	ći/
ćItavome	Xf	ćItavome
.	Z	.

seremOta	Qr	seremOta
da	Cs	da
naprAvim	Vmr1s	napraviti
.	Z	.

a	Cc	a
onI	Pp3mpn	oni
poznAše	Vma3p	poznati
me	Pp1-sa	ja
ovOj	Pd-nsn	ovaj
kazAže	Vmp-sf	kazati
.	Z	.

ovOj	Pd-nsn	ovaj
.	Z	.

kAfa	Ncfsn	kafa
za	Sa	za
od	Sg	od
miIne	Npfsg	miIna
.	Z	.

ta	Cs	da
tUj	Rgp	tu
popIše	Vmr3s	popisati
.	Z	.

ig	Ncfpn	ig
ne	Qz	ne
vEruju	Vmr3p	verovati
štO	Cs	što
od	Sg	od
rženIcu	Npfsa	rženIca
.	Z	.

a	Cc	a
je	Var3s	biti
l	Qq	li
te	Pdsg	taj
da	Cs	da
pokAniš	Vmr2s	pokaniti
čovEka	Ncmsay	čovek
.	Z	.

tekvOj	Qr	tekvOj
.	Z	.

de	Rgp	gde
ći	Rgp	ći
se	Px--sd	sebe
sEtimo	Vmr1p	setiti
jOš	Rgp	još
.	Z	.

aa	Cc	a
.	Z	.

pa	Cc	pa
bilA	Vcp-sf	biti
sAmo	Rgp	samo
.	Z	.

ni	Qo	ni
tI	Pp2-sd	ti
kAžem	Vmr1s	kazati
.	Z	.

opećEmo	Vmr1p	opeći
Ržu	Vmr3p	rzati
.	Z	.

Rž	Npmsn	Rž
.	Z	.

žIto	Ncnsn	žito
Otud	Rgp	otud
.	Z	.

istrEbimo	Vmr1p	istrebiti
ga	Pp3msa	on
Ubavo	Rgp	ubavo
kakvO	Pi-nsn	kakav
.	Z	.

da	Cs	da
nEma	Vmr3s	imati
kAmen	Agpmsnn	kamen
da	Cs	da
nEma	Vmr3s	imati
.	Z	.

i	Cc	i
opečEmo	Vmr1p	opeći
ga	Pp3msa	on
na	Sa	na
špOret	Ncmsan	šporet
.	Z	.

u	Sa	u
tepsIju	Ncfsa	tepsija
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
pUca	Vmr3s	pucati
pUca	Vmr3s	pucati
pUca	Vmr3s	pucati
.	Z	.

i	Cc	i
užLti	Pi3n-n	užLti
se	Px--sa	sebe
žIto	Ncnsn	žito
.	Z	.

tUrimo	Vmr1p	turiti
u	Sl	u
čUtaru	Npmsl	čUtar
.	Z	.

i	Cc	i
tOj	Pd-nsn	taj
nE	Qz	ne
zna	Vmr3s	znati
čUtaru	Ncfsa	čutara
.	Z	.

znAeš	Vmr2s	znati
li	Qq	li
kO	Pi3m-n	ko
je	Var3s	biti
čUtara	Agpfsny	čutar
?	Z	?
.	Z	.

((laugh))	X	((laugh))
.	Z	.

al	Cc	ali
dOsta	Rgp	dosta
znAe	Vmr3s	znati
.	Z	.

u	Sl	u
ćUtaru	Npmsl	ćUtar
.	Z	.

isučEmo	Vmr1p	isukati
.	Z	.

i	Cc	i
sIpemo	Vmr1p	sivati
ocEjemo	Vmr1p	ocivati
ga	Pp3msa	on
dvAput	Rgp	dvaput
.	Z	.

al	Cc	ali
