dobar	Agpmsnn	dobar
se	Px--sa	sebe
((?))	X	((?))
((?))	X	((?))
kozE	Ncfpn	koza
.	Z	.

ne	Qz	ne
čUvau	Vmr3p	čuvati
kozE	Ncfpn	koza
.	Z	.

onI	Pp3mpn	oni
ga	Pp3msa	on
tužavAše	Vmr3p	tužavašiti
.	Z	.

pa	Cc	pa
za	Sa	za
dEcutu	Ncfsa-t	deca
vEli	Vmr3s	velim
((?))	X	((?))
če	Var3s	hteti
da	Cs	da
dOjde	Vmr3s	doći
•	X	•
kUm	Ncmsn	kum
••	X	••
tIta	Npfsn	tIta
.	Z	.

tIta	Npmsg	tIt
bIl	Vmp-sm	biti
tAg	Rgp	tako
•	X	•
če	Var3s	hteti
dOe	Xf	dOe
tIta	Xf	tIta
da	Cs	da
bUde	Vcr3s	biti
kUm	Ncmsn	kum
.	Z	.

el	Qq	jel
On	Pp3msn	on
mlOgo	Rgp	mnogo
dEcu	Ncnpa	dete
imAl	Vmp-sm	imati
.	Z	.

aa	Cc	a
svI	Agpmsny	sav
sAg	Rgp	sad
žIvi	Agpmsny	živ
decAta	Ncmsn	dete
.	Z	.

jedAn	Mlcmsn	jedan
u	Sl	u
((?))	X	((?))
.	Z	.

jednA	Mlcfsn	jedan
onAj	Pdsn	onaj
zOra	Ncfsn	zora
evE	I	evo
u	Sa	u
palAnku	Ncfsa	palanka
jedAn	Mlcmsn	jedan
u	Sl	u
dOljevac	Npmsl	dOljevac
.	Z	.

jedAn	Mlcmsn	jedan
u	Sl	u
balAnovci	Npfsl	balAnovci
.	Z	.

jedAn	Mlcmsn	jedan
na	Sa	na
jednA	Mlcfsn	jedan
u	Sl	u
zUniće	Npmsl	zUni
.	Z	.

jedAn	Mlcmsn	jedan
u	Sl	u
žUkovci	Ncfsl	žukovka
On	Pp3msn	on
Umre	Vmr3s	umreti
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
sƏg	Rgp	sad
nEma	Vmr3s	imati
ednA	Mlcfsn	jedan
praznA	Agpfsny	prazan
kUća	Ncfsn	kuća
.	Z	.

rAta	Ncmsg	rat
jedAn	Mlcmsn	jedan
bEše	Vce3s	biti
i	Cc	i
On	Pp3msn	on
takƏv	Pd-nsn	takƏv
•	X	•
zatvOreno	Appnsny	zatvoriti
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
Umre	Vmr3s	umreti
.	Z	.

onO	Pd-nsn	onaj
da	Cs	da
nE	Qz	ne
beše	Vce3s	biti
umrElo	Vmp-sn	umreti
onO	Pd-nsn	onaj
sečEše	Pi-nsn	sečEše
ni	Qo	ni
dRva	Ncnpa	drvo
.	Z	.

e	I	e
ovAk	Rgp	ovako
kakO	Cs	kako
jA	Pp1-sn	ja
ne	Qz	ne
mOgu	Vmr1s	moći
.	Z	.

onO	Pd-nsn	onaj
dOjde	Vmr3s	doći
sirOma	Ncfsn	siroma
pa	Cc	pa
((?))	X	((?))
milOjke	Npfsg	Milojka
tI	Pp2-sn	ti
••	X	••
naprAi	Pi3n-n	naprAi
kAvu	Ncfsa	kafa
a	Cc	a
jA	Pp1-sn	ja
ću	Var1s	hteti
ti	Pp2-sd	ti
nasečEm	Vmr1s	naseći
drvcA	Ncnpn	drvce
i	Cc	i
((?))	X	((?))
rakIjicu	Ncfsa	rakijica
.	Z	.

ma	I	ma
lAžu	Vmr3p	lagati
nE	Qz	ne
((?))	X	((?))
nE	Qz	ne
.	Z	.

sAmo	Rgp	samo
tekA	Rgp	tako
ga	Pp3msa	on
zaebavAli	Vmp-pm	zaebavati
gdE	Rgp	gde
mlOgo	Rgp	mnogo
dEcu	Ncnpa	dete
Ima	Vmr3s	imati
.	Z	.

onOj	Pd-nsn	onaj
((?))	X	((?))
slušA	Vmr3s	slušati
na	Sa	na
televIzor	Ncmsan	televizor
jučEr	Rgp	juče
.	Z	.

jEdan	Mlcmsn	jedan
čovEk	Ncmsn	čovek
Ima	Vmr3s	imati
dEset	Mlc	deset
•	X	•
dEset	Mlc	deset
dEcu	Ncnpa	dete
.	Z	.

pa	Cc	pa
mu	Pp3msd	on
sAd	Rgp	sad
prAi	Vmr3s	praviti
ovAj	Pd-msn	ovaj
u	Sl	u
••	X	••
pAlma	Ncfsn	palma
gdE	Rgp	gde
ovOj	Pd-nsn	ovaj
.	Z	.

On	Pp3msn	on
mu	Pp3msd	on
((XXX))	X	((xxx))
prAi	Vmr3s	praviti
kUḱu	Ncfsa	kuća
tAm	Rgp	tamo
•	X	•
na	Sa	na
tOga	Pdsg	taj
čovEka	Ncmsg	čovek
.	Z	.

a	Cc	a
decA	Ncnpn	dete
negdE	Rgp	negde
((XXX))	X	((xxx))
nEgde	Rgp	negde
uzEli	Vmp-pm	uzeti
dEcu	Ncnpa	dete
•	X	•
dvE	Mlcf-n	dva
.	Z	.

pa	Cc	pa
detE	Ncnsn	dete
ednO	Mlcmsn	jedan
velI	Vmr3s	velim
.	Z	.

mI	Pp1-pn	ja
dObro	Rgp	dobro
žIvimo	Vmr1p	živeti
da	Cs	da
porUčim	Vmr1s	poručiti
na	Sa	na
tAtu	Ncmsay	tata
i	Cc	i
na	Sl	na
mAmu	Ncmsl	mam
da	Cs	da
se	Pxsa	sebe
ne	Qz	ne
sekIrau	Npmsd	sekIra
za	Sa	za
nAs	Pp1-pa	mi
mI	Pp1-pn	ja
žIvimo	Vmr1p	živeti
lEpo	Rgp	lepo
.	Z	.

a	Cc	a
tIja	Pd-msn	taj
prAi	Vmr3s	praviti
kUḱu	Ncfsa	kuća
pAlma	Ncfsn	palma
u	Sa	u
.	Z	.

Ono	Pd-nsn	onaj
gdE	Rgp	gde
bEše	Vce3s	biti
u	Sa	u
onOj	Pd-nsa	onaj
.	Z	.

mhm	Qr	mhm
jAgodina	Npfsn	jAgodina
.	Z	.

dEset	Mlc	deset
dEcu	Ncnpa	dete
ej	I	ej
.	Z	.

ao	Cs	kao
.	Z	.

imAl	Vmp-sm	imati
dušAn	Npmsn	Dušan
gOre	Rgp	gore
.	Z	.

dušAn	Npmsn	Dušan
imAl	Vmp-sm	imati
i	Qo	i
On	Pp3msn	on
•	X	•
vAljda	Rgp	valjda
Osam	Mlc	osam
.	Z	.

Osam	Mlc	osam
imAl	Vmp-sm	imati
((XXX))	X	((xxx))
On	Pp3msn	on
•	X	•
s	Si	sa
pRvu	Mlofsa	prvi
ženU	Ncfsa	žena
nEje	Var3s	biti
imAl	Vmp-sm	imati
dEcu	Ncnpa	dete
.	Z	.

a	Cc	a
s	Si	sa
drugUtu	Ncfsa-t	druga
ženU	Ncfsa	žena
.	Z	.

pOsle	Rgp	posle
On	Pp3msn	on
Uze	Vma3s	uzeti
iz	Sg	iz
((?))	X	((?))
ednU	Npfsa	Edna
.	Z	.

onA	Pp3fsn	on
dovEde	Vmr3s	dovesti
dvE	Mlcf-n	dva
dEcu	Ncnpa	dete
.	Z	.

na	Sa	na
njU	Pp3fsa	on
mUž	Ncmsn	muž
poginUo	Vmpm	poginuti
u	Sa	u
rUdnik	Ncmsan	rudnik
.	Z	.

i	Cc	i
onA	Pp3fsn	on
dovEde	Vmr3s	dovesti
dvE	Mlcf-n	dva
dEcu	Ncnpa	dete
i	Cc	i
od	Sg	od
((XXX))	X	((xxx))
pOsle	Rgp	posle
Osam	Mlc	osam
.	Z	.

i	Cc	i
šEs	Mlc	šest
••	X	••
sa	Si	sa
((XXX))	X	((xxx))
ovdEka	Rgp	ovde
očUva	Vmr3s	očuvati
sas	Si	sa
ovOga	Pd-nsa	ovaj
•	X	•
dušAna	Npmsg	Dušan
.	Z	.

E	I	e
ovOj	Pd-nsn	ovaj
brAne	Ncfpn	brana
((XXX))	X	((xxx))
ako	Cs	ako
ga	Pp3msa	on
((XXX))	X	((xxx))
On	Pp3msn	on
rAdi	Vmr3s	raditi
u	Sa	u
rUdnik	Ncmsan	rudnik
tAj	Pd-msn	taj
•	X	•
On	Pp3msn	on
mu	Pp3msd	on
sIn	Ncmsn	sin
.	Z	.

al	Cc	ali
On	Pp3msn	on
održAva	Vmr3s	održavati
rUdnik	Ncmsn	rudnik
.	Z	.

On	Pp3msn	on
gOre	Rgp	gore
••	X	••
Uzede	Ncnsn	uzede
kakav	Pisan	kakav
kredIt	Ncmsan	kredit
nEkakav	Pi-msn	nekakav
•	X	•
lAni	Rgp	lani
.	Z	.

pa	Cc	pa
nAprai	Sa	nAprai
gOre	Rgp	gore
Ambar	Npmsn	Ambar
paa	Cc	pa
sredIl	Sa	sredIl
gOre	Rgp	gore
jA	Pp1-sn	ja
jučE	Rgp	juče
projdO	Mdc	projdo
.	Z	.

On	Pp3msn	on
pokraj	Sg	pokraj
kUḱutu	Ncfsa-t	kuḱa
nasadIl	Vmp-sm	nasaditi
((?))	X	((?))
pa	Cc	pa
si	Px--sd	sebe
slIve	Ncfpn	šljiva
nasadIl	Vmp-pm	nasadti
pa	Cc	pa
gi	Pp3msa	on
obilAzi	Vmr3s	obilaziti
čEsto	Rgp	često
.	Z	.

i	Cc	i
pUt	Ncmsn	put
•	X	•
Evo	I	evo
onO	Pd-nsn	onaj
((XXX))	X	((xxx))
onOj	Pd-nsn	onaj
Ulica	Ncfsn	ulica
nEkakv	Vcr3s	nekakbiti
prEcednik	Ncmsn	precednik
.	Z	.

i	Cc	i
On	Pp3msn	on
vEli	Vmr3s	velim
prAvi	Agpmsny	prav
((XXX))	X	((xxx))
On	Pp3msn	on
pUt	Ncmsn	put
sAd	Rgp	sad
održAva	Vmr3s	održavati
.	Z	.

sAd	Rgp	sad
pUt	Ncmsn	put
Imamo	Vmr1p	imati
dObar	Agpmsnn	dobar
.	Z	.

au	Rgp	au
nEje	Var3s	biti
imAlo	Vmp-sn	imati
((XXX))	X	((xxx))
.	Z	.

nI	Cc	ni
((XXX))	X	((xxx))
ne	Qz	ne
mOž	Vmr3s	moći
nI	Qo	ni
da	Cs	da
kad	Cs	kad
bI	Vaa3s	biti
((XXX))	X	((xxx))
bUde	Var3s	biti
da	Cs	da
dOjde	Vmr3s	doći
mašIna	Ncfsn	mašina
kad	Cs	kad
sam	Var1s	biti
((XXX))	X	((xxx))
bilO	Vmp-sn	biti
odAVna	Rgp	odavno
((?))	X	((?))
.	Z	.

pa	Cc	pa
mašIna	Ncfsn	mašina
((XXX))	X	((xxx))
pRvo	Rgp	prvo
se	Px--sa	sebe
((?))	X	((?))
s	Si	sa
volOvi	Ncmpn	vol
.	Z	.

s	Si	sa
krAve	Ncfpa	krava
.	Z	.

((?))	X	((?))
.	Z	.

pa	Cc	pa
pOslem	Ncfpn	poslea
pə/	I	pə/
Ajde	I	hajde
će	Var3s	hteti
da	Cs	da
((?))	X	((?))
mašIna	Ncfsn	mašina
.	Z	.

onO	Pd-nsn	onaj
galIja	Ncfsn	galija
Ide	Vmr3s	ići
galIja	Ncfsn	galija
pa	Cc	pa
tAg	Rgp	tako
.	Z	.

ozdOl	Rgp	odozdo
prAe	Vmr3p	praviti
pUt	Ncmsan	put
ta	Cs	da
dOjde	Vmr3s	doći
mašIna	Ncfsn	mašina
.	Z	.

nEje	Var3s	biti
imAlo	Vmp-sn	imati
pUt	Ncmsn	put
a	Cc	a
sAg	Rgp	sad
Ima	Vmr3s	imati
pUt	Ncmsan	put
milIna	Ncfpg	milina
Evo	I	evo
ovIja	Pd-mpn	ovaj
taksIstivi	Ncmpn	taksist
kad	Cs	kad
dOjdu	Vmr3p	doći
.	Z	.

Oni	Pp3mpn	oni
vElu	Agpfsay	vela
nAjbolji	Agsmsny	dobar
pUt	Ncmsn	put
u	Sl	u
dRvnik	Ncfsl	drvnia
vEli	Vmr3s	velim
.	Z	.

nEje	Var3s	biti
imAlo	Vmp-sn	imati
do	Sg	do
bAlinci	Npmpn	bAlinac
sAg	Rgp	sad
Oni	Pp3mpn	oni
napraIli	Vmp-pm	napraviti
i	Cc	i
tAm	Rgp	tamo
.	Z	.

u	Sl	u
((?))	X	((?))
ne	Qz	ne
vAlja	Vmr3s	valjati
pUt	Ncmsn	put
nE	Qz	ne
znam	Vmr1s	znati
da	Cs	da
li	Qq	li
su	Var3p	biti
praIli	Vmp-pm	praviti
.	Z	.

svAdbe	Ncfpa	svadba
.	Z	.

o	I	o
sInko	Ncmsn	sinko
svAdbe	Ncfsg	svadba
se	Px--sa	sebe
praIle	Vmp-pf	praviti
odAvna	Rgp	odavno
.	Z	.

paa	Cc	pa
evE	I	evo
to	Pd-nsn	taj
kakO	Cs	kako
.	Z	.

u	Sa	u
u	Sl	u
kUḱe	Ncfsl	kuḱa
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
u	Sa	u
škOlu	Ncfsa	škola
.	Z	.

kAde	Ncfpn	kada
ǵAci	Ncmpn	đak
((?))	X	((?))
u	Sa	u
škOlu	Ncfsa	škola
.	Z	.

pa	Cc	pa
venEri	Npmpn	Vener
.	Z	.

natUru	Ncfsa	natura
((?))	X	((?))
ovA	Pdpn	ovaj
svEtla	Ncnpn	svetlo
nego	Cc	nego
venEri	Npmpn	Vener
natUru	Vmr3p	naturati
venEri	Npmpn	Vener
venEri	Npmpn	Vener
venEri	Npmpn	Vener
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
zakOlju	Vmr3p	zaklati
Ovce	Ncfpn	ovca
po	Sl	po
dEset	Mlc	deset
dvanAes	Mlc	dvanaest
Ovce	Ncfpn	ovca
se	Px--sa	sebe
zakOlju	Vmr3p	zaklati
pa	Cc	pa
tAd	Rgp	tad
nEje	Var3s	biti
imAlo	Vmp-sn	imati
sArme	Ncfpn	sarma
i	Cc	i
ću/	Agpmsly	i
i	Cc	i
ćUfte	Npmpa	Ćufta
.	Z	.

nEgo	Cc	nego
sAmo	Rgp	samo
•	X	•
naprAi	Agpmsny	napra
paprikAš	Ncmsn	paprikaš
od	Sg	od
Ovce	Ncfsg	ovca
od	Sg	od
mEso	Ncnsa	meso
.	Z	.

i	Cc	i
pečEnje	Ncnsa	pečenje
•	X	•
Ovce	Ncfpn	ovca
svInje	Ncfpa	svinja
.	Z	.

i	Cc	i
kUpus	Ncmsn	kupus
sas	Si	sa
Ovče	Npmpa	Ovč
mEso	Ncnsa	meso
•	X	•
i	Cc	i
tOlko	Rgp	toliko
tO	Pd-nsn	taj
je	Var3s	biti
bilO	Vmp-sn	biti
.	Z	.

mI	Pp1-pn	ja
kad	Cs	kad
smo	Var1p	biti
praIli	Vmp-pm	praviti
mI	Pp1-pn	ja
smo	Var1p	biti
u	Sa	u
škOlu	Ncfsa	škola
praIli	Vmpm	praviti
zaa	Ncmsan	zaa
•	X	•
za	Sa	za
sAdnicu	Ncfsa	sadnica
za	Sa	za
ḱErkutu	Pisa	ḱErkutu
što	Cs	što
to/	Vmp-pm	tti
mi	Pq-nsn	ja
sAd	Rgp	sad
u	Sa	u
trgOvište	Ncnsa	trgovište
.	Z	.

ovdE	Rgp	ovde
smo	Var1p	biti
praIli	Vmp-pm	praviti
ku/	Ncnsa	ku/
on/	Mdm	on/
iz	Sg	iz
dejAnovci	Npmpn	dejAnovac
.	Z	.

ali	Cc	ali
mI	Pp1-pn	ja
smo	Var1p	biti
praIli	Vmp-pm	praviti
kod	Sg	kod
nAs	Pp1-pg	mi
ovdE	Rgp	ovde
vAm	Pp2-pd	vi
u	Sa	u
škOlu	Ncfsa	škola
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
veruvAlo	Vmp-sn	veruvati
•	X	•
kOlko	Pq-nsn	koliki
čovEka	Ncmsg	čovek
dOjdu	Vmr3p	doći
na	Sa	na
svAkoga	Npmsay	svAki
dadEš	Vmr2s	dati
dAr	Ncmsan	dar
.	Z	.

a	Cc	a
sƏg	Rgp	sad
se	Px--sa	sebe
tOj	Pd-nsn	taj
manUlo	Vmp-sn	manuti
.	Z	.

pa	Cc	pa
devOjka/	Px--sa	devOjka/
jA/	Vmp-sn	jti
mI/	X	mi/
jA	Pp1-sn	ja
.	Z	.

sprEmaš	Vmr2s	spremati
••	X	••
pa	Cc	pa
kupUješ	Vmr2s	kupovati
na	Sa	na
devOjku	Ncfsa	devojka
stvAri	Ncfsl	stvar
.	Z	.

kad	Cs	kad
((?))	X	((?))
na	Sa	na
ḱErku	Ncfsa	kćerka
•	X	•
dadEš	Vmr2s	dati
•	X	•
nAmeštaj	Vmm2s	nameštati
u	Sl	u
sObu	Ncfsa	soba
.	Z	.

a	Cc	a
sƏg	Rgp	sad
((?))	X	((?))
tOj	Pd-nsn	taj
se	Px--sa	sebe
manUlo	Vmp-sn	manuti
i	Cc	i
tOj	Pd-nsn	taj
•	X	•
sƏg	Rgp	sad
tOj	Pd-nsn	taj
nEma	Vmr3s	imati
.	Z	.

Evo	I	evo
mEn	X	mEn
sAša	Npmsn	Saša
se	Px--sa	sebe
Oženi	Vmr3s	oženiti
•	X	•
nE	Qz	ne
nIšta	Pi3n-n	ništa
donEla	Vmp-sf	doneti
naaa	Sa	na
.	Z	.

a	Cc	a
mI	Pp1-pn	ja
nE	Qz	ne
mI	Pp1-pn	ja
kupImo	Vmr1p	kupiti
krEvet	Ncmsn	krevet
pa	Cc	pa
regAl	Ncmsn	regal
krAvjati	Sa	krAvjati
dvA	Mlc	dva
pa	Cc	pa
regAl	Ncmsn	regal
pa	Cc	pa
fotElje	Ncfpn	fotelja
paa	Cc	pa
.	Z	.

onOj	Pd-nsn	onaj
za	Sa	za
((?))	X	((?))
pa	Cc	pa
svEe	Rgp	sve
.	Z	.

a	Cc	a
sAg	Rgp	sad
tOj	Pd-nsn	taj
nEma	Vmr3s	imati
.	Z	.

kakO	Cs	kako
.	Z	.

pa	Cc	pa
kO	Cs	kao
smo	Var1p	biti
se	Px--sa	sebe
upoznavAli	Vmp-pm	upoznavati
tUj	Rgp	tu
smo/	X	smo/
Ideš	Vmr2s	ići
na	Sa	na
igrAnku	Ncfsa	igranka
onO	Pd-nsn	onaj
imAlo	Vmp-sn	imati
sAg	Rgp	sad
igrAnjḱe	Mdc	igranjḱe
.	Z	.

a	Cc	a
mI	Pp1-pn	ja
smo	Var1p	biti
si	Px--sd	sebe
bIli	Vmp-pm	biti
blIzo	Rgp	blizo
ovdE	Rgp	ovde
Evo	I	evo
jA	Pp1-sn	ja
sam	Var1s	biti
Odma	Rgp	odmah
ovdE	Rgp	ovde
preko	Sg	preko
potOk	Ncmsn	potok
.	Z	.

Išle	Vmp-pf	ići
i	Cc	i
u	Sa	u
selA	Ncnpa	selo
.	Z	.

išlE	Vmp-pf	ići
po	Sl	po
korIta	Ncnpa	korito
po	Sl	po
•	X	•
bAlinci	Npmpn	bAlinac
po	Sl	po
.	Z	.

gdE	Rgp	gde
kojA	Pisn	koji
nAjde	Vmr3s	naći
•	X	•
kakvOga	Npfsn	kakvOga
.	Z	.

ali	Cc	ali
mnOgo	Rgp	mnogo
si	Px--sd	sebe
u	Sa	u
dRvnik	Npmsan	dRvnik
••	X	••
mnOgo	Rgp	mnogo
smo	Var1p	biti
si	Px--sd	sebe
bilE	Vapf	biti
u	Sl	u
dRvnik	Npmsl	dRvnac
.	Z	.

kakO	Cs	kako
.	Z	.

pa	Cc	pa
prOse	Vmr3p	prositi
.	Z	.

išlO	Vmp-sn	ići
pa	Cc	pa
se	Px--sa	sebe
prosIlo	Vmp-sn	prositi
.	Z	.

prOsimo	Vmr1p	prositi
mAk	Ncmsan	mak
•	X	•
o/	X	o/
rodItelj	Ncmsn	roditelj
Ide	Vmr3s	ići
pa	Cc	pa
prOsi	Vmr3s	prositi
za	Sa	za
((?))	X	((?))
••	X	••
kod	Sg	kod
rodItelja	Ncmsg	roditelj
pa	Cc	pa
prOsi	Vmr3s	prositi
.	Z	.

o	Sl	o
tU	Rgp	tu
imAlo	Vmp-sn	imati
i	Cc	i
tOj	Pd-nsn	taj
.	Z	.

gOre	Rgp	gore
tOj	Pd-nsn	taj
bilO	Vcp-sn	biti
ovIja/	Cc	ovIja/
na	Sa	na
tIkvicu	Ncfsa	tikvica
•	X	•
na	Sa	na
tIkvicu	Ncfsa	tikvica
mAjka	Ncfsn	majka
.	Z	.

na	Sa	na
tIkvicu	Ncfsa	tikvica
.	Z	.

onA	Pp3fsn	on
.	Z	.

onA	Pp3fsn	on
se	Px--sd	sebe
•	X	•
o/	X	o/
On	Pp3msn	on
se	Px--sa	sebe
oženIl	Vmp-sm	oženiti
.	Z	.

bEl	Npmsn	Bel
uzE	Npmsn	uzE
On	Pp3msn	on
tUj	Rgp	tu
((?))	X	((?))
komšIku	Vmp-pm	komšiti
komšilAk	Ncmsan	komšilak
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
manUše	Vma3p	manuti
i	Cc	i
pOsle	Rgp	posle
On	Pp3msn	on
Uze	Vma3s	uzeti
tUj	Rgp	tu
njegOvu	Ps3fsa	njegov
mAter	Ncfsa	mater
••	X	••
mladEnovu	Npmsd	Mladenov
.	Z	.

a	Cc	a
njegOv	Ps3msn	njegov
baštA	Ncmsn	bašta
.	Z	.

tAst	Ncmsn	tast
na	Sa	na
njU	Pp3fsa	on
.	Z	.

On	Pp3msn	on
nIje	Var3s	biti
davAl	Ncmsn	daval
tUj	Rgp	tu
.	Z	.

pa	Cc	pa
uzEše	Vma3p	uzeti
crnIne	Ncfpn	crnina
.	Z	.

crnE	Agpfpny	crn
košUlje	Ncfpn	košulja
crnU	Agpfsay	crn
mAramu	Ncfsa	marama
crnE	Agpfsgy	crn
mAramu	Ncfsa	marama
pa	Cc	pa
zavIjav	Pi-nsn	zavIjav
vu	Sa	u
.	Z	.

pa	Cc	pa
Idu	Vmr3p	ići
na	Sa	na
grOblje	Ncnsa	groblje
.	Z	.

i	Cc	i
etE	I	eto
na	Sa	na
kakvO	Pi-nsn	kakav
je	Var3s	biti
bilO	Vmp-sn	biti
svE	Pi-nsa	sav
se/	X	se/
svE	Pi-nsn	sav
se	Px--sa	sebe
Istika	Vmp-sn	istiti
.	Z	.

na	Sa	na
tIkvicu	Ncfsa	tikvica
mAjka	Ncfsn	majka
.	Z	.

mladEna	Npfsn	Mladena
.	Z	.

a	Cc	a
u/	X	u/
i	Cc	i
brAt	Ncmsn	brat
je	Var3s	biti
umrEo	Vmp-sm	umreti
dabOme	Qr	dabome
.	Z	.

ahAaa	Qr	ahAaa
dabOme	Qr	dabome
.	Z	.

dabOme	Qr	dabome
onA	Pp3fsn	on
se	Px--sa	sebe
udalA	Vmp-sf	udati
za	Sa	za
kogA	Ncmsay	kog
njEni	Ps3mpn	njen
nE/	X	ne/
a	Cc	a
no	I	no
On	Pp3msn	on
bIl	Vmp-sm	biti
uzEl	Vmp-sm	uzeti
pRvo	Rgp	prvo
•	X	•
ednU	Npfsa	Edna
iz	Sg	iz
komšIlak/	Ncfpg	komšilaka
iz	Sg	iz
komšilUk	Ncmsn	komšiluk
.	Z	.

pa	Cc	pa
njU	Pp3fsa	on
mAnu	Ncfsa	mana
.	Z	.

a	Cc	a
On	Pp3msn	on
bIl	Vmp-sm	biti
ožEnjen	Appmsnn	oženiti
.	Z	.

a	Cc	a
On	Pp3msn	on
njU	Pp3fsa	on
mAnu	Ncfsa	mana
a	Cc	a
Uze	Npmsn	Uze
pOsle	Sg	posle
ovUj	Pd-fsa	ovaj
.	Z	.

ovAj	Pd-msn	ovaj
pobEže	Vma3s	pobeći
za	Sa	za
njEga/	X	njega/
pobEgla	Vmp-sf	pobeći
.	Z	.

mladEna	Npfsn	Mladena
.	Z	.

i	Cc	i
tAja/	Pp2-sd	tAja/
On	Pp3msn	on
bIl	Vmp-sm	biti
i	Cc	i
tAj	Pd-msn	taj
njEn	Ps3msn	njen
baštA	Ncfsn	bašta
pa	Cc	pa
((?))	X	((?))
a	Cc	a
Isto	Agpnsny	isti
i	Cc	i
jA	Pp1-sn	ja
i	Cc	i
mOj	Ps1msn	moj
čIča	Ncmsn	čiča
.	Z	.

jA	Pp1-sn	ja
sam	Var1s	biti
imAla	Vmp-sf	imati
sestrU	Ncfsa	sestra
od	Sg	od
čIču	Ncfsa	čiča
.	Z	.

i	Cc	i
onA	Pp3fsn	on
pobEže	Vcp-sf	pobeći
i	Cc	i
onA	Pp3fsn	on
za	Sa	za
ednO/	X	ednO/
za	Sa	za
ednOga	Ncmsay	ednog
a	Cc	a
ne	Qz	ne
On	Pp3msn	on
ne	Qz	ne
dAva	Vmr3s	davati
ne	Qz	ne
dAva	Vmr3s	davati
ne	Qz	ne
dAva	Vmr3s	davati
pa	Cc	pa
jU	Pp3fsa	on
ubIje	Vmr3s	ubiti
.	Z	.

ne	Qz	ne
dAva	Vmr3s	davati
za/	Qo	za/
za	Sa	za
njEga	Pp3msa	on
dIde	Vmr3s	diti
.	Z	.

svE	Pi-nsn	sav
((?))	X	((?))
.	Z	.

a	Cc	a
mOj	Ps1msn	moj
baštA	Ncmsn	bašta
.	Z	.

brUka	Ncfsn	bruka
•	X	•
brAta	Ncmsn	brat
onI	Pp3mpn	oni
nesU	Vcr3p	biti
bIli	Vmp-pm	biti
deljAni	Vmp-pm	deljati
.	Z	.

mAni	Ncfsd	mana
ju	Pp3fsa	on
vEli	Vmr3s	velim
nEk	Npmsn	NEK
Ide	Vmr3s	ići
dE	Rgp	gde
Oće	Var3s	hteti
štA	Pi3n-a	što
te	Pp2-sa	ti
brIga	Vmr3s	brigati
će	Var3s	hteti
da	Cs	da
naprAiš	Vmr2s	napraviti
grObišta	Ncnpn	grobište
.	Z	.

mAni	Ncfsd	mana
ju	Pp3fsa	on
jOk	I	jok
ne	Qz	ne
dAva	Vmr3s	davati
.	Z	.

i	Cc	i
onA	Pp3fsn	on
pobEže	Vcp-sf	pobeći
i	Cc	i
onA	Pp3fsn	on
.	Z	.

onA/	Z	onA/
Oni	Pp3mpn	oni
pOsle	Rgp	posle
uzEše	Vma3p	uzeti
pa	Cc	pa
On	Pp3msn	on
zAbra/	Vmp-sm	zabrati
tAj	Pd-msn	taj
baštAta	Ncfsn-t	bašta
na	Sa	na
mA/	Ncfpa	maa
na	Sa	na
ženUtu/	Ncfpa	ženutua
na	Sa	na
mAter	Ncfsa	mater
•	X	•
marIju	Npfsa	Marija
.	Z	.

pa	Cc	pa
crnU	Agpfsay	crn
mAramu	Ncfsa	marama
kupIše	Vma3p	kupiti
pa	Cc	pa
crnU	Agpfsay	crn
košUlju	Ncfsa	košulja
pa	Cc	pa
žAle	Vmr3p	žaliti
pa	Cc	pa
Idu	Vmr3p	ići
na	Sa	na
grOblje	Ncnsa	groblje
pa	Cc	pa
kUkaju	Vmr3p	kukati
paa	Cc	pa
.	Z	.

i	Cc	i
•	X	•
tAj	Pd-msn	taj
zEtat	Cs	zEtat
Umre	Vmr3s	umreti
i	Cc	i
mlAd	Agpmsnn	mlad
.	Z	.

a	Cc	a
ḱErka	Ncfsn	ćerka
onA	Pp3fsn	on
ostAde	Vmr3s	ostati
((?))	X	((?))
ožEnila	Vmp-sf	oženiti
se	Px--sa	sebe
stArog	Agpmsgy	star
čovEka	Ncmsg	čovek
.	Z	.

a	Cc	a
mladEna	Npmsg	Mladen
mladEna	Npmsg	Mladen
onI	Pp3mpn	oni
su	Var3p	biti
kukAli	Vmpm	kukati
onI	Pp3mpn	oni
su	Var3p	biti
čUdo	Ncnsa	čudo
praIli	Vmp-pm	praviti
.	Z	.

nn	I	nn
jOk	I	jok
pOsle	Rgp	posle
•	X	•
On	Pp3msn	on
Umre	Vma3s	umreti
.	Z	.

stArcat	Ncmsn-t	starac
Umre	Vmr3s	umreti
tAj	Pdsn	taj
antanAsija	Agpfsny	antanasiji
baštA	Ncfsn	bašta
na	Sa	na
